day_of_week,weather_main,temp,rain_1h,holiday,destination_type,preferred_arrival_hour,traffic_level,best_departure_hour
Saturday,Rain,296.03,1.85,Yes,residential,20,Medium,18
Sunday,Clouds,300.04,0.16,No,market,10,Low,10
Thursday,Clear,306.69,0.0,No,market,18,Medium,16
Thursday,Clouds,291.08,0.13,Yes,mall,20,Medium,18
Sunday,Clouds,301.7,0.12,No,residential,18,Low,18
Thursday,Clear,309.53,0.0,No,residential,19,Low,19
Monday,Rain,299.48,1.98,No,station,18,High,15
Wednesday,Clear,297.45,0.0,No,mall,18,Medium,16
Saturday,Rain,292.62,1.96,No,office,11,Medium,9
Sunday,Clear,301.25,0.0,No,market,10,Low,10
Saturday,Haze,299.24,0.0,No,market,18,Medium,15
Sunday,Rain,299.35,1.06,No,mall,11,Medium,8
Friday,Clear,308.19,0.0,No,mall,21,Medium,20
Wednesday,Clouds,296.36,0.02,No,residential,17,Low,16
Monday,Clouds,294.32,0.04,No,market,19,Medium,16
Tuesday,Fog,280.51,0.0,No,market,11,Low,10
Friday,Drizzle,286.07,0.94,No,mall,13,Low,11
Saturday,Haze,287.78,0.0,No,mall,13,Medium,12
Wednesday,Clouds,296.54,0.2,No,residential,18,Low,18
Tuesday,Clouds,292.27,0.08,No,station,8,Medium,6
Saturday,Fog,292.1,0.0,No,residential,18,Medium,16
Tuesday,Clouds,301.43,0.2,No,market,19,Medium,17
Thursday,Fog,289.65,0.0,No,residential,18,Medium,15
Friday,Clear,309.95,0.0,No,station,18,Medium,16
Monday,Clear,308.0,0.0,No,office,8,Medium,6
Friday,Haze,289.72,0.0,No,office,8,Medium,6
Wednesday,Fog,286.86,0.0,No,mall,17,Medium,15
Friday,Clouds,306.26,0.2,No,office,9,Medium,7
Monday,Rain,299.63,1.25,No,office,10,High,7
Friday,Fog,292.5,0.0,No,residential,10,Medium,8
Sunday,Fog,280.67,0.0,Yes,office,10,Medium,8
Thursday,Rain,285.1,1.29,No,office,10,High,7
Monday,Fog,287.76,0.0,No,mall,11,Low,10
Thursday,Clear,307.15,0.0,No,residential,18,Low,18
Thursday,Clouds,299.13,0.02,No,market,11,Low,11
Friday,Clear,308.05,0.0,No,mall,18,Medium,17
Monday,Rain,295.43,1.56,No,mall,17,Medium,15
Wednesday,Clouds,299.18,0.06,No,market,10,Low,10
Thursday,Clear,310.97,0.0,No,mall,21,Medium,20
Sunday,Clouds,300.66,0.04,No,office,12,Low,12
Saturday,Clear,309.57,0.0,No,mall,12,Medium,10
Friday,Haze,285.38,0.0,No,station,19,Medium,17
Monday,Clouds,299.77,0.05,No,office,9,Medium,6
Wednesday,Clear,306.47,0.0,No,mall,19,Medium,18
Friday,Clouds,298.55,0.06,No,residential,8,Low,8
Tuesday,Clouds,301.23,0.09,No,station,17,Medium,15
Friday,Clouds,306.32,0.03,No,market,20,Medium,18
Sunday,Clear,293.84,0.0,No,office,12,Low,11
Thursday,Clear,307.83,0.0,No,station,8,Medium,6
Wednesday,Clear,297.42,0.0,No,residential,9,Low,9
Monday,Rain,300.85,2.19,No,residential,7,Medium,5
Tuesday,Clear,304.61,0.0,No,office,8,Medium,6
Monday,Clear,294.4,0.0,No,residential,8,Low,7
Wednesday,Haze,287.44,0.0,No,residential,17,Medium,16
Sunday,Clear,297.43,0.0,No,office,11,Low,10
Tuesday,Rain,292.87,1.11,No,mall,19,Medium,17
Tuesday,Rain,287.38,1.42,No,residential,17,Medium,15
Friday,Haze,298.0,0.0,No,station,18,Medium,16
Sunday,Haze,287.38,0.0,No,residential,20,Medium,19
Monday,Clouds,298.54,0.13,No,mall,12,Low,12
Friday,Clear,311.97,0.0,No,office,8,Medium,6
Friday,Clear,308.23,0.0,No,mall,19,Medium,18
Wednesday,Clouds,303.45,0.08,No,office,8,Medium,6
Monday,Haze,293.34,0.0,No,residential,8,Medium,7
Thursday,Haze,290.84,0.0,No,residential,19,Medium,18
Thursday,Clouds,296.0,0.17,No,mall,17,Medium,15
Saturday,Clouds,293.91,0.1,No,office,10,Low,10
Tuesday,Haze,291.63,0.0,No,mall,12,Low,12
Thursday,Haze,295.36,0.0,No,mall,17,Medium,16
Monday,Clear,303.25,0.0,No,residential,9,Low,9
Monday,Clouds,296.89,0.19,No,office,8,Medium,6
Sunday,Thunderstorm,301.74,1.34,No,office,12,Medium,10
Friday,Haze,293.17,0.0,No,market,11,Low,11
Sunday,Clear,300.71,0.0,Yes,residential,8,Low,8
Thursday,Clouds,292.54,0.02,No,station,19,Medium,17
Saturday,Clear,306.19,0.0,No,residential,8,Low,8
Saturday,Clouds,297.15,0.17,No,market,19,Medium,16
Tuesday,Fog,283.91,0.0,No,market,20,Medium,17
Wednesday,Rain,286.42,1.52,No,office,8,High,5
Tuesday,Clear,303.45,0.0,No,market,20,Medium,17
Friday,Clouds,291.81,0.09,No,residential,18,Low,18
Saturday,Haze,300.87,0.0,No,mall,19,Medium,17
Wednesday,Clear,304.18,0.0,No,market,17,Medium,15
Thursday,Fog,290.97,0.0,No,market,17,Medium,14
Wednesday,Clear,303.17,0.0,No,residential,9,Low,9
Tuesday,Rain,299.0,1.3,No,station,6,Low,4
Monday,Haze,296.59,0.0,No,office,8,Medium,5
Thursday,Drizzle,298.3,0.84,No,residential,7,Medium,5
Saturday,Clear,293.67,0.0,No,station,18,Low,18
Thursday,Clear,293.01,0.0,No,residential,18,Low,18
Friday,Clouds,293.41,0.0,No,mall,20,Medium,19
Thursday,Rain,290.92,2.14,No,market,18,Medium,15
Wednesday,Clear,301.14,0.0,No,mall,11,Low,11
Thursday,Rain,301.26,1.99,No,mall,12,Medium,10
Friday,Clouds,294.14,0.07,No,station,18,Medium,15
Saturday,Clear,294.35,0.0,No,market,17,Medium,15
Friday,Clouds,296.0,0.11,No,office,9,Medium,7
Tuesday,Clear,311.63,0.0,No,office,9,Medium,7
Tuesday,Drizzle,296.25,1.11,No,residential,9,Medium,7
Tuesday,Clear,297.06,0.0,No,office,9,Medium,7
Monday,Haze,295.61,0.0,No,office,8,Medium,6
Saturday,Clouds,306.75,0.18,No,mall,19,Medium,16
Tuesday,Clear,297.44,0.0,No,market,18,Medium,16
Thursday,Clouds,296.69,0.14,No,mall,11,Low,11
Friday,Clear,297.22,0.0,No,mall,11,Low,11
Wednesday,Clouds,294.03,0.09,No,market,11,Low,11
Tuesday,Haze,290.96,0.0,No,mall,20,Medium,19
Wednesday,Rain,297.25,1.87,No,residential,10,Medium,7
Tuesday,Clear,309.11,0.0,No,market,19,Medium,16
Monday,Clouds,302.25,0.16,No,station,19,Medium,17
Wednesday,Clear,298.09,0.0,No,residential,7,Low,7
Wednesday,Clouds,299.48,0.16,No,mall,19,Medium,17
Monday,Clear,304.52,0.0,No,market,18,Medium,16
Sunday,Haze,292.8,0.0,No,office,11,Low,11
Wednesday,Rain,295.89,2.08,No,office,8,High,5
Saturday,Clouds,295.33,0.13,No,office,10,Low,9
Tuesday,Fog,286.29,0.0,No,mall,19,Medium,17
Tuesday,Haze,300.05,0.0,No,office,8,Medium,6
Tuesday,Clear,310.57,0.0,No,mall,12,Low,12
Friday,Clear,305.36,0.0,No,residential,8,Low,7
Tuesday,Clouds,292.15,0.11,No,office,9,Medium,7
Friday,Rain,292.94,1.98,No,market,12,Medium,9
Monday,Clear,304.95,0.0,No,station,18,Medium,15
Thursday,Rain,293.19,0.89,No,residential,17,Medium,15
Wednesday,Clear,303.47,0.0,No,office,9,Medium,7
Wednesday,Haze,292.87,0.0,No,mall,11,Low,11
Monday,Haze,297.75,0.0,No,mall,18,Medium,17
Wednesday,Clear,307.3,0.0,No,residential,19,Low,18
Tuesday,Clouds,303.6,0.12,No,office,8,Medium,6
Tuesday,Clear,296.76,0.0,No,market,20,Medium,18
Tuesday,Clear,305.46,0.0,No,residential,20,Low,20
Monday,Clear,295.05,0.0,No,station,6,Low,4
Friday,Clear,297.34,0.0,No,office,8,Medium,5
Sunday,Clear,309.87,0.0,No,mall,11,Low,11
Tuesday,Clear,310.91,0.0,No,mall,21,Medium,19
Saturday,Clear,308.42,0.0,No,office,12,Low,12
Tuesday,Clouds,306.7,0.09,No,market,10,Low,10
Sunday,Clear,311.75,0.0,No,office,12,Low,12
Thursday,Rain,299.68,0.87,No,office,9,Medium,6
Wednesday,Clouds,296.73,0.05,No,office,9,Medium,6
Friday,Clear,303.0,0.0,No,office,8,Medium,6
Sunday,Clear,300.11,0.0,No,station,19,Low,19
Monday,Fog,289.59,0.0,No,office,10,Medium,7
Friday,Clouds,292.29,0.18,No,office,9,Medium,6
Thursday,Clear,296.73,0.0,No,residential,20,Low,19
Tuesday,Clouds,291.17,0.03,No,market,20,Medium,18
Thursday,Fog,291.36,0.0,No,mall,20,Medium,18
Friday,Haze,293.62,0.0,No,office,8,Medium,5
Friday,Clear,305.82,0.0,No,office,9,Medium,7
Monday,Rain,288.44,1.33,No,station,7,High,4
Friday,Clear,297.41,0.0,No,residential,17,Low,17
Sunday,Rain,299.15,1.3,No,office,11,Medium,9
Thursday,Rain,298.5,0.6,No,station,17,Medium,14
Friday,Drizzle,300.41,0.3,No,market,10,Medium,7
Tuesday,Clouds,306.11,0.11,No,residential,10,Low,10
Friday,Haze,291.83,0.0,No,residential,20,Medium,19
Thursday,Clouds,300.2,0.19,No,mall,13,Low,13
Saturday,Rain,290.5,0.91,No,mall,20,Medium,17
Friday,Clouds,297.69,0.19,Yes,station,8,Medium,6
Sunday,Thunderstorm,292.13,1.6,No,residential,9,Medium,7
Monday,Rain,300.62,1.37,No,market,19,Medium,16
Monday,Clear,300.34,0.0,No,mall,13,Low,13
Tuesday,Clouds,305.6,0.15,No,office,10,Medium,7
Tuesday,Haze,298.11,0.0,No,market,19,Medium,17
Monday,Clear,294.12,0.0,No,market,17,Medium,15
Saturday,Rain,288.85,1.61,No,mall,12,Medium,10
Thursday,Clear,293.82,0.0,No,residential,7,Low,7
Wednesday,Clear,307.63,0.0,No,residential,9,Low,8
Friday,Clear,298.8,0.0,No,residential,8,Low,8
Wednesday,Clouds,294.46,0.08,No,mall,11,Low,11
Friday,Clouds,301.09,0.04,No,mall,17,Medium,16
Tuesday,Clear,311.48,0.0,No,office,9,Medium,6
Wednesday,Clouds,301.14,0.15,No,mall,19,Medium,18
Thursday,Haze,292.05,0.0,No,station,17,Medium,15
Tuesday,Clear,294.09,0.0,No,mall,12,Low,12
Saturday,Clouds,303.67,0.06,No,market,10,Low,10
Tuesday,Clouds,302.76,0.11,No,residential,10,Low,10
Friday,Clouds,301.28,0.01,No,residential,19,Low,19
Tuesday,Clear,306.1,0.0,Yes,residential,17,Low,16
Friday,Rain,285.32,1.97,No,residential,18,Medium,16
Sunday,Rain,293.24,1.52,Yes,mall,12,High,9
Thursday,Clear,311.45,0.0,No,mall,11,Low,10
Wednesday,Haze,290.69,0.0,No,office,9,Medium,7
Saturday,Rain,298.85,0.55,No,residential,19,Medium,17
Tuesday,Haze,286.4,0.0,No,mall,20,Medium,19
Wednesday,Drizzle,299.65,0.53,No,residential,19,Medium,17
Friday,Rain,290.25,1.7,No,residential,10,Medium,8
Wednesday,Haze,294.04,0.0,No,station,7,Medium,5
Thursday,Clear,309.79,0.0,No,station,6,Low,5
Friday,Drizzle,290.55,0.95,No,station,17,Medium,14
Monday,Clear,308.25,0.0,No,office,8,Medium,6
Thursday,Clear,293.52,0.0,No,residential,10,Low,9
Monday,Fog,284.24,0.0,No,market,17,Medium,14
Wednesday,Clear,308.29,0.0,Yes,office,8,Medium,6
Sunday,Thunderstorm,299.88,1.13,No,office,12,Medium,9
Saturday,Rain,300.09,1.23,No,mall,19,High,16
Friday,Clouds,297.68,0.17,Yes,mall,11,Low,11
Thursday,Clouds,298.77,0.13,Yes,mall,11,Low,11
Wednesday,Clouds,297.18,0.12,Yes,station,8,Medium,6
Wednesday,Fog,280.58,0.0,No,residential,8,Medium,6
Wednesday,Clear,304.81,0.0,No,mall,11,Low,11
Saturday,Haze,299.51,0.0,No,office,11,Low,11
Monday,Clouds,298.9,0.08,No,market,19,Medium,17
Wednesday,Rain,294.61,1.62,No,mall,13,Medium,11
Tuesday,Clear,307.6,0.0,No,market,17,Medium,15
Thursday,Drizzle,286.05,0.97,Yes,office,8,Medium,5
Saturday,Haze,292.9,0.0,No,residential,7,Medium,5
Wednesday,Clear,303.95,0.0,No,mall,11,Low,11
Monday,Clear,310.08,0.0,No,office,9,Medium,7
Wednesday,Clouds,293.03,0.13,No,office,8,Medium,6
Sunday,Drizzle,287.4,0.5,No,market,12,Medium,9
Saturday,Clouds,294.98,0.03,No,market,20,Medium,18
Wednesday,Haze,294.79,0.0,No,mall,17,Medium,16
Thursday,Clouds,304.41,0.05,No,residential,17,Low,17
Sunday,Clouds,300.74,0.1,No,residential,20,Low,20
Friday,Clear,302.3,0.0,No,station,6,Low,5
Friday,Clear,299.99,0.0,No,station,17,Medium,15
Monday,Clear,294.36,0.0,No,office,9,Medium,7
Friday,Clouds,302.31,0.12,Yes,office,9,Medium,7
Tuesday,Clouds,298.07,0.01,No,market,19,Medium,17
Thursday,Rain,292.86,1.88,No,station,18,High,15
Saturday,Haze,293.88,0.0,Yes,office,12,Low,12
Friday,Clear,295.99,0.0,No,station,8,Medium,6
Sunday,Clouds,296.62,0.12,No,residential,9,Low,9
Friday,Clear,294.74,0.0,No,office,8,Medium,6
Wednesday,Clouds,292.98,0.07,Yes,station,7,Medium,5
Sunday,Rain,300.38,0.76,No,mall,11,Low,9
Friday,Clear,310.44,0.0,No,residential,18,Low,18
Tuesday,Fog,286.31,0.0,Yes,office,9,Medium,6
Friday,Clear,310.78,0.0,No,residential,8,Low,8
Monday,Rain,290.45,0.83,No,market,19,Medium,16
Friday,Clear,298.47,0.0,Yes,residential,17,Low,17
Tuesday,Clear,311.87,0.0,No,mall,19,Medium,18
Tuesday,Clouds,290.86,0.01,No,office,9,Medium,7
Monday,Clouds,301.98,0.18,No,office,9,Medium,6
Thursday,Fog,288.39,0.0,No,office,8,Medium,5
Thursday,Clear,299.21,0.0,No,office,9,Medium,6
Wednesday,Rain,295.49,2.05,No,station,7,High,4
Friday,Clouds,291.11,0.02,No,station,17,Medium,15
Tuesday,Clouds,296.9,0.14,No,mall,13,Low,13
Friday,Haze,288.82,0.0,No,residential,19,Medium,18
Sunday,Clear,306.88,0.0,No,mall,19,Medium,16
Thursday,Clear,306.39,0.0,No,mall,17,Medium,15
Monday,Clouds,303.97,0.04,No,residential,18,Low,18
Thursday,Clear,305.9,0.0,No,residential,19,Low,19
Saturday,Rain,297.87,1.62,No,station,19,Medium,17
Wednesday,Clear,310.55,0.0,No,residential,10,Low,10
Sunday,Thunderstorm,292.85,1.18,Yes,station,19,Medium,16
Saturday,Clouds,299.33,0.01,No,market,10,Low,10
Monday,Clear,307.04,0.0,No,office,8,Medium,6
Friday,Clouds,301.26,0.09,No,mall,20,Medium,18
Saturday,Clear,312.95,0.0,No,mall,20,Medium,18
Monday,Fog,285.81,0.0,No,residential,9,Medium,7
Monday,Rain,300.19,1.68,No,residential,19,Medium,17
Wednesday,Clouds,293.84,0.08,Yes,mall,21,Medium,18
Saturday,Clear,311.53,0.0,No,office,12,Low,12
Sunday,Clear,302.63,0.0,No,residential,18,Low,18
Friday,Clouds,291.33,0.18,No,residential,17,Low,16
Thursday,Haze,293.63,0.0,No,residential,8,Medium,7
Sunday,Clouds,298.72,0.09,No,residential,7,Low,6
Wednesday,Clear,293.71,0.0,No,station,8,Medium,6
Friday,Haze,294.25,0.0,No,residential,7,Medium,6
Saturday,Clouds,292.16,0.02,No,residential,17,Low,17
Monday,Clear,295.23,0.0,No,office,9,Medium,7
Friday,Clear,307.02,0.0,No,mall,13,Low,13
Wednesday,Haze,298.15,0.0,No,office,8,Medium,5
Friday,Fog,281.34,0.0,No,office,9,Medium,6
Monday,Clear,302.28,0.0,No,office,8,Medium,5
Friday,Clear,306.67,0.0,No,market,18,Medium,16
Monday,Clear,308.95,0.0,No,market,10,Low,10
Sunday,Clear,303.63,0.0,No,residential,7,Low,6
Thursday,Clear,298.34,0.0,No,residential,17,Low,16
Wednesday,Fog,287.24,0.0,No,residential,10,Medium,8
Friday,Clouds,301.44,0.17,Yes,station,8,Medium,6
Thursday,Clear,298.67,0.0,No,residential,18,Low,18
Thursday,Haze,298.37,0.0,No,office,10,Medium,8
Friday,Clear,306.13,0.0,No,office,10,Medium,8
Saturday,Clear,306.21,0.0,Yes,residential,17,Low,16
Sunday,Haze,295.68,0.0,No,office,11,Low,11
Tuesday,Clouds,295.66,0.01,No,office,8,Medium,6
Tuesday,Haze,287.86,0.0,No,office,8,Medium,6
Thursday,Rain,297.16,0.68,No,mall,12,Low,11
Friday,Clear,305.81,0.0,No,office,9,Medium,6
Tuesday,Clouds,298.76,0.19,No,market,17,Medium,14
Wednesday,Fog,286.56,0.0,Yes,market,20,High,17
Monday,Clear,299.06,0.0,Yes,residential,18,Low,18
Wednesday,Clear,302.19,0.0,No,market,12,Low,12
Tuesday,Haze,289.78,0.0,No,office,9,Medium,7
Thursday,Rain,292.45,0.82,Yes,mall,12,Medium,10
Friday,Clouds,303.48,0.13,No,residential,20,Low,19
Sunday,Clear,308.76,0.0,Yes,office,11,Low,11
Tuesday,Drizzle,299.05,0.74,No,residential,20,Medium,18
Sunday,Clouds,290.32,0.18,No,office,10,Low,10
Friday,Haze,299.47,0.0,No,office,8,Medium,6
Wednesday,Clear,309.35,0.0,No,office,10,Medium,8
Monday,Rain,301.7,1.65,No,office,9,High,6
Wednesday,Fog,287.3,0.0,No,station,7,Medium,4
Tuesday,Haze,293.85,0.0,No,market,11,Low,11
Monday,Haze,297.44,0.0,Yes,market,19,High,16
Monday,Haze,294.5,0.0,No,office,8,Medium,5
Friday,Clouds,297.0,0.19,No,office,9,Medium,7
Thursday,Drizzle,295.41,0.98,No,market,18,Medium,15
Thursday,Drizzle,295.28,1.06,No,office,10,High,7
Wednesday,Clear,296.87,0.0,No,residential,10,Low,9
Thursday,Clear,300.28,0.0,No,office,8,Medium,6
Wednesday,Clouds,291.78,0.01,No,market,20,Medium,18
Friday,Clear,297.71,0.0,No,mall,12,Low,12
Wednesday,Clear,295.2,0.0,No,market,12,Low,12
Friday,Rain,286.25,1.49,Yes,market,17,High,14
Monday,Clear,300.47,0.0,No,station,17,Medium,15
Thursday,Clear,293.64,0.0,No,station,7,Medium,5
Monday,Clouds,302.93,0.04,No,market,17,Medium,15
Friday,Clouds,299.4,0.05,No,residential,9,Low,8
Saturday,Rain,289.75,1.74,No,office,11,Medium,9
Tuesday,Rain,295.06,0.75,No,mall,17,Medium,15
Wednesday,Fog,286.06,0.0,No,office,9,Medium,6
Wednesday,Clear,302.91,0.0,No,market,20,Medium,18
Friday,Clear,298.92,0.0,No,mall,17,Medium,16
Monday,Haze,298.73,0.0,No,residential,9,Medium,8
Sunday,Rain,291.89,1.84,No,mall,13,Medium,10
Friday,Clouds,301.74,0.11,No,office,8,Medium,6
Friday,Fog,280.13,0.0,No,residential,10,Medium,8
Thursday,Rain,286.89,1.12,No,station,8,High,5
Wednesday,Clouds,303.15,0.03,No,residential,8,Low,8
Friday,Clouds,306.3,0.04,No,market,20,Medium,18
Wednesday,Haze,289.43,0.0,No,station,18,Medium,16
Wednesday,Clouds,299.04,0.17,No,mall,12,Low,11
Thursday,Rain,300.99,0.61,No,market,19,Medium,16
Monday,Clear,312.13,0.0,No,mall,13,Low,13
Monday,Rain,293.85,1.57,No,office,8,High,5
Wednesday,Clear,294.26,0.0,No,mall,11,Low,11
Saturday,Clouds,295.83,0.13,No,mall,19,Medium,16
Wednesday,Clear,298.2,0.0,No,residential,17,Low,17
Friday,Clear,312.12,0.0,No,office,9,Medium,7
Friday,Rain,296.78,1.63,No,office,8,High,5
Monday,Clear,298.21,0.0,No,station,18,Medium,16
Friday,Clouds,299.18,0.03,No,station,7,Medium,5
Wednesday,Drizzle,299.92,0.36,No,mall,13,Low,12
Friday,Drizzle,297.31,1.19,No,office,9,High,6
Wednesday,Rain,287.37,1.44,No,office,9,High,6
Thursday,Clear,294.1,0.0,No,office,9,Medium,7
Friday,Clear,303.77,0.0,No,market,11,Low,11
Sunday,Clear,305.1,0.0,No,mall,21,Medium,19
Wednesday,Clouds,296.34,0.06,No,market,17,Medium,14
Saturday,Rain,297.61,1.21,No,office,12,Medium,10
Saturday,Fog,284.8,0.0,No,station,17,Medium,15
Monday,Thunderstorm,288.12,2.92,No,office,10,High,7
Monday,Clouds,299.45,0.14,No,residential,17,Low,17
Tuesday,Clouds,290.72,0.17,No,market,12,Low,12
Thursday,Clear,293.05,0.0,No,market,11,Low,10
Monday,Clouds,298.36,0.14,No,residential,17,Low,17
Friday,Haze,290.79,0.0,No,mall,12,Low,11
Saturday,Drizzle,298.27,0.57,No,residential,20,Medium,18
Saturday,Clear,302.22,0.0,No,office,10,Low,10
Tuesday,Haze,300.28,0.0,Yes,office,9,Medium,7
Thursday,Clear,305.56,0.0,No,station,18,Medium,16
Thursday,Rain,298.6,0.96,No,market,20,Medium,17
Monday,Clear,303.36,0.0,No,residential,9,Low,8
Wednesday,Clear,296.09,0.0,No,station,7,Medium,5
Friday,Clouds,305.57,0.02,No,residential,8,Low,8
Wednesday,Clear,301.84,0.0,No,office,9,Medium,7
Tuesday,Clear,310.14,0.0,No,office,8,Medium,6
Tuesday,Clouds,302.97,0.02,Yes,office,8,Medium,5
Friday,Clear,306.2,0.0,No,office,8,Medium,5
Monday,Clear,293.21,0.0,No,office,8,Medium,6
Sunday,Clear,300.03,0.0,Yes,office,10,Low,10
Sunday,Rain,298.27,1.54,No,mall,13,Medium,11
Monday,Clouds,302.17,0.19,No,residential,7,Low,7
Sunday,Rain,299.47,1.31,No,office,10,Medium,8
Wednesday,Rain,301.68,1.22,No,station,7,High,4
Monday,Clouds,298.84,0.1,No,station,6,Low,5
Thursday,Clouds,296.54,0.09,No,office,9,Medium,6
Tuesday,Clear,294.39,0.0,No,mall,20,Medium,18
Sunday,Thunderstorm,295.36,1.21,No,mall,11,Medium,9
Monday,Fog,291.49,0.0,No,mall,12,Low,11
Sunday,Clear,309.76,0.0,No,mall,20,Medium,18
Friday,Clear,308.79,0.0,No,market,18,Medium,15
Wednesday,Thunderstorm,295.69,1.29,No,residential,19,Medium,17
Tuesday,Clear,307.76,0.0,No,mall,13,Low,12
Friday,Haze,290.23,0.0,No,station,17,Medium,15
Friday,Rain,288.43,1.63,No,residential,20,Medium,18
Thursday,Clouds,306.19,0.01,No,market,18,Medium,16
Wednesday,Clouds,290.61,0.04,No,office,9,Medium,7
Saturday,Clear,307.31,0.0,No,office,11,Low,11
Thursday,Clouds,304.52,0.1,No,mall,21,Medium,19
Thursday,Fog,282.98,0.0,No,mall,19,Medium,17
Monday,Fog,287.75,0.0,No,mall,11,Low,9
Wednesday,Clear,297.88,0.0,No,mall,19,Medium,18
Thursday,Rain,286.95,0.79,No,station,6,Low,4
Wednesday,Clouds,297.16,0.0,No,market,18,Medium,16
Sunday,Clear,294.95,0.0,No,mall,20,Medium,18
Wednesday,Clear,298.99,0.0,No,mall,19,Medium,18
Thursday,Clear,310.01,0.0,No,market,20,Medium,18
Monday,Rain,295.62,2.13,No,station,17,High,14
Thursday,Rain,293.08,0.86,No,office,10,Medium,7
Thursday,Clear,301.29,0.0,No,office,10,Medium,7
Friday,Haze,293.26,0.0,No,residential,7,Medium,5
Tuesday,Drizzle,290.02,0.84,No,station,19,Medium,16
Sunday,Clouds,296.19,0.03,No,market,10,Low,10
Saturday,Haze,298.54,0.0,No,mall,12,Medium,11
Friday,Clear,297.77,0.0,No,office,10,Medium,8
Tuesday,Clouds,306.85,0.08,No,market,17,Medium,15
Monday,Fog,282.89,0.0,No,office,9,Medium,6
Sunday,Clear,310.93,0.0,No,mall,11,Low,11
Saturday,Rain,296.42,2.01,No,station,17,Medium,15
Tuesday,Clouds,304.09,0.19,No,residential,8,Low,8
Thursday,Clear,309.13,0.0,No,office,10,Medium,7
Saturday,Clear,295.14,0.0,No,market,17,Medium,15
Wednesday,Clear,303.67,0.0,No,office,10,Medium,8
Tuesday,Drizzle,299.19,1.14,No,mall,17,Medium,15
Saturday,Clear,307.79,0.0,No,office,12,Low,12
Friday,Clear,300.69,0.0,No,market,11,Low,11
Sunday,Rain,291.6,2.05,No,residential,10,Medium,8
Tuesday,Clear,310.19,0.0,No,station,7,Medium,4
Thursday,Haze,297.63,0.0,No,market,20,Medium,18
Saturday,Fog,291.97,0.0,No,station,17,Medium,14
Saturday,Clear,298.22,0.0,Yes,market,20,Medium,17
Thursday,Clear,306.9,0.0,No,market,19,Medium,17
Thursday,Clear,297.0,0.0,No,market,11,Low,11
Monday,Rain,296.66,1.85,No,office,8,High,5
Saturday,Haze,298.23,0.0,No,office,10,Medium,9
Monday,Rain,301.06,2.0,No,mall,20,Medium,18
Sunday,Rain,301.56,0.84,No,residential,10,Medium,8
Monday,Clear,312.16,0.0,No,residential,17,Low,17
Monday,Rain,293.4,0.88,No,residential,20,Medium,18
Tuesday,Clouds,293.51,0.04,No,mall,13,Low,13
Wednesday,Clear,312.52,0.0,No,mall,13,Low,12
Sunday,Clear,302.38,0.0,No,mall,21,Medium,18
Friday,Clouds,300.15,0.01,No,market,19,Medium,17
Wednesday,Thunderstorm,302.97,2.93,No,office,9,High,6
Monday,Clear,300.89,0.0,No,mall,20,Medium,19
Thursday,Clouds,295.77,0.09,No,office,10,Medium,7
Monday,Drizzle,293.49,1.17,No,office,8,High,5
Sunday,Haze,297.19,0.0,No,office,11,Low,11
Wednesday,Fog,281.12,0.0,No,office,9,Medium,6
Monday,Clear,302.4,0.0,No,office,8,Medium,5
Wednesday,Clear,300.13,0.0,No,station,17,Medium,14
Wednesday,Clear,294.87,0.0,No,office,8,Medium,6
Saturday,Clear,310.82,0.0,No,market,20,Medium,18
Thursday,Rain,289.18,1.35,No,residential,19,Medium,17
Monday,Clouds,300.04,0.19,No,residential,8,Low,8
Monday,Clouds,306.24,0.12,Yes,mall,21,Medium,19
Friday,Drizzle,301.0,1.11,No,station,8,High,5
Tuesday,Clear,294.11,0.0,No,office,9,Medium,6
Monday,Drizzle,298.98,0.29,No,office,8,Medium,5
Wednesday,Clear,302.82,0.0,No,mall,13,Low,13
Sunday,Haze,298.31,0.0,No,residential,18,Medium,16
Wednesday,Clouds,297.19,0.15,No,mall,18,Medium,17
Wednesday,Clouds,306.55,0.14,No,mall,11,Low,11
Sunday,Clear,301.75,0.0,No,residential,8,Low,7
Tuesday,Rain,299.31,1.39,No,station,19,High,16
Thursday,Clear,301.5,0.0,No,station,18,Medium,16
Wednesday,Clear,306.23,0.0,No,residential,7,Low,7
Saturday,Rain,290.06,1.5,No,office,11,Medium,8
Thursday,Clear,294.56,0.0,No,office,8,Medium,6
Saturday,Clear,300.9,0.0,Yes,office,12,Low,11
Wednesday,Clear,309.26,0.0,No,mall,21,Medium,19
Saturday,Clear,295.24,0.0,Yes,office,10,Low,10
Saturday,Clear,297.84,0.0,No,office,12,Low,12
Monday,Clouds,290.37,0.03,No,market,11,Low,10
Sunday,Clouds,293.42,0.11,No,mall,21,Medium,19
Wednesday,Drizzle,298.73,0.94,No,office,9,Medium,6
Monday,Clear,294.21,0.0,Yes,mall,21,Medium,19
Thursday,Rain,286.99,1.56,No,office,9,High,6
Friday,Fog,285.57,0.0,No,office,9,Medium,6
Thursday,Clear,298.87,0.0,No,residential,20,Low,19
Saturday,Rain,298.6,1.94,No,residential,18,Medium,16
Friday,Clear,296.99,0.0,No,office,9,Medium,7
Friday,Clear,297.19,0.0,Yes,station,17,Medium,15
Wednesday,Clear,310.19,0.0,No,office,8,Medium,6
Wednesday,Clear,297.48,0.0,No,office,8,Medium,6
Friday,Rain,289.55,0.76,No,market,20,Medium,17
